Count,Accel.X,Accel.Y,Accel.Z,Gyro.X,Gyro.Y,Gyro.Z
431,-0.0537,-1.0002,-0.0278,1.6747,0.1614,0.0644
432,-0.0546,-0.9795,-0.0215,1.2598,0.1903,0.0577
433,-0.0638,-0.9943,0.0282,0.7474,0.1121,0.016
434,-0.056,-1.0052,0.0765,0.4486,0.0029,0.0016
435,-0.0535,-0.9933,0.1278,0.5221,0.0282,0.0752
436,-0.0531,-0.9991,0.1794,0.6944,0.0365,0.0796
437,-0.0614,-1.0195,0.1973,0.9129,0.0181,0.0431
438,-0.0629,-1.0051,0.189,1.1535,0.0234,0.0292
439,-0.0603,-1.0092,0.2151,1.2892,-0.0447,0.0419
440,-0.0547,-0.976,0.2443,1.3972,-0.0763,0.0357
441,-0.0591,-0.9482,0.2695,1.4919,-0.0364,0.0031
442,-0.0647,-0.9525,0.3099,1.4751,-0.0421,0.0119
443,-0.057,-0.9474,0.3406,1.509,-0.0555,0.0126
444,-0.0509,-0.932,0.3569,1.4315,-0.0237,-0.0087
445,-0.0592,-0.8994,0.3815,1.314,0.0117,-0.0101
446,-0.0626,-0.8799,0.4236,1.1418,-0.0256,-0.0232
447,-0.0714,-0.8795,0.4767,1.1393,-0.0281,-0.0248
448,-0.0435,-0.8601,0.4844,1.0852,-0.0638,0.0048
449,-0.0592,-0.8682,0.4989,0.9852,-0.0463,-0.0368
450,-0.057,-0.8748,0.5247,0.9525,-0.0507,-0.0193
451,-0.0576,-0.8403,0.5709,1.0118,-0.0565,0.0148
452,-0.0563,-0.8434,0.5891,1.1128,-0.0605,0.0035
453,-0.0524,-0.8362,0.6035,1.0506,-0.0289,0.0115
454,-0.0549,-0.8016,0.6282,1.104,-0.0071,0.0598
455,-0.058,-0.7699,0.6646,1.1706,-0.022,0.0644
456,-0.0585,-0.7493,0.6783,1.1825,-0.0427,0.0611
457,-0.0499,-0.734,0.6816,1.2166,-0.051,0.0594
458,-0.0663,-0.7202,0.7173,1.2815,-0.0525,0.0418
459,-0.0594,-0.7007,0.7528,1.4639,-0.0401,0.0101
460,-0.0533,-0.6635,0.7717,1.5371,-0.0928,-0.0382
461,-0.0533,-0.6633,0.778,1.4425,-0.1115,-0.0405
462,-0.0571,-0.6387,0.8033,1.3687,0.0051,0.0225
463,-0.0527,-0.5808,0.8414,1.2157,-0.0043,0.0099
464,-0.0402,-0.5608,0.8501,1.1526,-0.0168,-0.0103
465,-0.0514,-0.5303,0.8564,1.0246,0.0515,0.0157
466,-0.0468,-0.527,0.8851,0.8972,0.0949,0.0298
467,-0.0601,-0.5038,0.8995,0.8855,0.1145,0.0529
468,-0.045,-0.4691,0.9181,1.0382,0.1317,0.0375
469,-0.0599,-0.4565,0.9312,1.2471,0.0748,0.0318
470,-0.0721,-0.4351,0.9552,1.3189,0.0469,0.0493
471,-0.0649,-0.3926,0.9421,1.2606,0.0518,0.0518
472,-0.0668,-0.3683,0.9197,1.0981,0.0107,0.0345
473,-0.0648,-0.355,0.9583,0.7859,0.062,0.0254
474,-0.071,-0.345,0.9473,0.5429,0.1043,-0.0115
475,-0.0796,-0.3153,0.9581,0.5742,0.1522,0.004
476,-0.0656,-0.3165,1.0229,0.8029,0.0648,0.0418
477,-0.0835,-0.2994,1.0468,1.145,-0.013,0.0746
478,-0.0758,-0.2916,1.0164,1.3198,0.0471,0.1052
479,-0.0688,-0.2317,0.9656,1.2182,0.1268,0.0955
480,-0.0793,-0.1833,0.9988,0.923,0.0763,0.0119
481,-0.0817,-0.1685,1.0558,0.8708,-0.0695,-0.0285
482,-0.1006,-0.1707,1.0474,1.0,-0.039,-0.0056
483,-0.0776,-0.1165,1.0193,0.8214,-0.0509,-0.0242
484,-0.0642,-0.0839,0.9893,0.6952,-0.1253,0.0265
485,-0.0548,-0.0735,0.9979,0.5196,-0.2189,0.0398
486,-0.0685,-0.089,1.0093,0.208,-0.1332,0.0115
487,-0.0681,-0.0869,1.0663,0.3549,-0.2312,0.0128
488,-0.0782,-0.0876,1.0382,0.5985,-0.3928,-0.0178
